Date,Day,Month,Quarter,Year
8/18/2016,18,8,3,2016
8/21/2016,21,8,3,2016
8/23/2016,23,8,3,2016
8/25/2016,25,8,3,2016
8/27/2016,27,8,3,2016
9/1/2016,1,9,3,2016
9/2/2016,2,9,3,2016
9/3/2016,3,9,3,2016
9/4/2016,4,9,3,2016
9/6/2016,6,9,3,2016
9/8/2016,8,9,3,2016
9/9/2016,9,9,3,2016
9/11/2016,11,9,3,2016
9/12/2016,12,9,3,2016
9/14/2016,14,9,3,2016
9/16/2016,16,9,3,2016
9/20/2016,20,9,3,2016
9/21/2016,21,9,3,2016
9/22/2016,22,9,3,2016
9/24/2016,24,9,3,2016
9/26/2016,26,9,3,2016
9/27/2016,27,9,3,2016
9/28/2016,28,9,3,2016
9/29/2016,29,9,3,2016
10/1/2016,1,10,4,2016
10/3/2016,3,10,4,2016
10/4/2016,4,10,4,2016
10/8/2016,8,10,4,2016
10/9/2016,9,10,4,2016
10/14/2016,14,10,4,2016
10/17/2016,17,10,4,2016
10/18/2016,18,10,4,2016
10/19/2016,19,10,4,2016
10/20/2016,20,10,4,2016
10/22/2016,22,10,4,2016
10/25/2016,25,10,4,2016
10/26/2016,26,10,4,2016
10/28/2016,28,10,4,2016
10/29/2016,29,10,4,2016
10/30/2016,30,10,4,2016
10/31/2016,31,10,4,2016
11/1/2016,1,11,4,2016
11/2/2016,2,11,4,2016
11/3/2016,3,11,4,2016
11/4/2016,4,11,4,2016
11/5/2016,5,11,4,2016
11/6/2016,6,11,4,2016
11/7/2016,7,11,4,2016
11/8/2016,8,11,4,2016
11/9/2016,9,11,4,2016
11/10/2016,10,11,4,2016
11/11/2016,11,11,4,2016
11/14/2016,14,11,4,2016
11/17/2016,17,11,4,2016
11/18/2016,18,11,4,2016
11/19/2016,19,11,4,2016
11/20/2016,20,11,4,2016
11/21/2016,21,11,4,2016
11/22/2016,22,11,4,2016
11/23/2016,23,11,4,2016
11/25/2016,25,11,4,2016
11/26/2016,26,11,4,2016
11/27/2016,27,11,4,2016
11/28/2016,28,11,4,2016
11/29/2016,29,11,4,2016
12/1/2016,1,12,4,2016
12/2/2016,2,12,4,2016
12/3/2016,3,12,4,2016
12/5/2016,5,12,4,2016
12/7/2016,7,12,4,2016
12/8/2016,8,12,4,2016
12/9/2016,9,12,4,2016
12/11/2016,11,12,4,2016
12/13/2016,13,12,4,2016
12/16/2016,16,12,4,2016
12/17/2016,17,12,4,2016
12/18/2016,18,12,4,2016
12/19/2016,19,12,4,2016
12/20/2016,20,12,4,2016
12/22/2016,22,12,4,2016
12/24/2016,24,12,4,2016
12/25/2016,25,12,4,2016
12/26/2016,26,12,4,2016
12/27/2016,27,12,4,2016
12/28/2016,28,12,4,2016
12/29/2016,29,12,4,2016
12/30/2016,30,12,4,2016
12/31/2016,31,12,4,2016
1/1/2017,1,1,1,2017
1/2/2017,2,1,1,2017
1/3/2017,3,1,1,2017
1/4/2017,4,1,1,2017
1/5/2017,5,1,1,2017
1/6/2017,6,1,1,2017
1/7/2017,7,1,1,2017
1/9/2017,9,1,1,2017
1/10/2017,10,1,1,2017
1/11/2017,11,1,1,2017
1/12/2017,12,1,1,2017
1/13/2017,13,1,1,2017
1/14/2017,14,1,1,2017
1/15/2017,15,1,1,2017
1/16/2017,16,1,1,2017
1/17/2017,17,1,1,2017
1/18/2017,18,1,1,2017
1/19/2017,19,1,1,2017
1/20/2017,20,1,1,2017
1/21/2017,21,1,1,2017
1/22/2017,22,1,1,2017
1/23/2017,23,1,1,2017
1/24/2017,24,1,1,2017
1/25/2017,25,1,1,2017
1/26/2017,26,1,1,2017
1/28/2017,28,1,1,2017
1/29/2017,29,1,1,2017
1/30/2017,30,1,1,2017
1/31/2017,31,1,1,2017
2/1/2017,1,2,1,2017
2/2/2017,2,2,1,2017
2/3/2017,3,2,1,2017
2/4/2017,4,2,1,2017
2/5/2017,5,2,1,2017
2/8/2017,8,2,1,2017
2/9/2017,9,2,1,2017
2/10/2017,10,2,1,2017
2/11/2017,11,2,1,2017
2/12/2017,12,2,1,2017
2/13/2017,13,2,1,2017
2/14/2017,14,2,1,2017
2/15/2017,15,2,1,2017
2/17/2017,17,2,1,2017
2/18/2017,18,2,1,2017
2/20/2017,20,2,1,2017
2/21/2017,21,2,1,2017
2/22/2017,22,2,1,2017
2/23/2017,23,2,1,2017
2/24/2017,24,2,1,2017
2/25/2017,25,2,1,2017
2/26/2017,26,2,1,2017
2/27/2017,27,2,1,2017
2/28/2017,28,2,1,2017
3/1/2017,1,3,1,2017
3/2/2017,2,3,1,2017
3/3/2017,3,3,1,2017
3/4/2017,4,3,1,2017
3/5/2017,5,3,1,2017
3/6/2017,6,3,1,2017
3/7/2017,7,3,1,2017
3/9/2017,9,3,1,2017
3/10/2017,10,3,1,2017
3/11/2017,11,3,1,2017
3/12/2017,12,3,1,2017
3/13/2017,13,3,1,2017
3/14/2017,14,3,1,2017
3/15/2017,15,3,1,2017
3/16/2017,16,3,1,2017
3/17/2017,17,3,1,2017
3/18/2017,18,3,1,2017
3/19/2017,19,3,1,2017
3/22/2017,22,3,1,2017
3/23/2017,23,3,1,2017
3/24/2017,24,3,1,2017
3/25/2017,25,3,1,2017
3/27/2017,27,3,1,2017
3/28/2017,28,3,1,2017
3/29/2017,29,3,1,2017
3/30/2017,30,3,1,2017
3/31/2017,31,3,1,2017
4/2/2017,2,4,2,2017
4/3/2017,3,4,2,2017
4/5/2017,5,4,2,2017
4/6/2017,6,4,2,2017
4/8/2017,8,4,2,2017
4/9/2017,9,4,2,2017
4/10/2017,10,4,2,2017
4/11/2017,11,4,2,2017
4/12/2017,12,4,2,2017
4/13/2017,13,4,2,2017
4/14/2017,14,4,2,2017
4/16/2017,16,4,2,2017
4/17/2017,17,4,2,2017
4/18/2017,18,4,2,2017
4/19/2017,19,4,2,2017
4/20/2017,20,4,2,2017
4/21/2017,21,4,2,2017
4/22/2017,22,4,2,2017
4/23/2017,23,4,2,2017
4/24/2017,24,4,2,2017
4/25/2017,25,4,2,2017
4/26/2017,26,4,2,2017
4/28/2017,28,4,2,2017
4/29/2017,29,4,2,2017
4/30/2017,30,4,2,2017
5/1/2017,1,5,2,2017
5/2/2017,2,5,2,2017
5/3/2017,3,5,2,2017
5/4/2017,4,5,2,2017
5/5/2017,5,5,2,2017
5/6/2017,6,5,2,2017
5/7/2017,7,5,2,2017
5/8/2017,8,5,2,2017
5/9/2017,9,5,2,2017
5/10/2017,10,5,2,2017
5/11/2017,11,5,2,2017
5/12/2017,12,5,2,2017
5/13/2017,13,5,2,2017
5/14/2017,14,5,2,2017
5/15/2017,15,5,2,2017
5/16/2017,16,5,2,2017
5/17/2017,17,5,2,2017
5/18/2017,18,5,2,2017
5/19/2017,19,5,2,2017
5/20/2017,20,5,2,2017
5/21/2017,21,5,2,2017
5/22/2017,22,5,2,2017
5/23/2017,23,5,2,2017
5/24/2017,24,5,2,2017
5/25/2017,25,5,2,2017
5/26/2017,26,5,2,2017
5/27/2017,27,5,2,2017
5/28/2017,28,5,2,2017
5/29/2017,29,5,2,2017
5/31/2017,31,5,2,2017
6/1/2017,1,6,2,2017
6/3/2017,3,6,2,2017
6/4/2017,4,6,2,2017
6/5/2017,5,6,2,2017
6/6/2017,6,6,2,2017
6/8/2017,8,6,2,2017
6/9/2017,9,6,2,2017
6/10/2017,10,6,2,2017
6/12/2017,12,6,2,2017
6/13/2017,13,6,2,2017
6/14/2017,14,6,2,2017
6/15/2017,15,6,2,2017
6/16/2017,16,6,2,2017
6/17/2017,17,6,2,2017
6/19/2017,19,6,2,2017
6/21/2017,21,6,2,2017
6/22/2017,22,6,2,2017
6/23/2017,23,6,2,2017
6/24/2017,24,6,2,2017
6/26/2017,26,6,2,2017
6/28/2017,28,6,2,2017
6/29/2017,29,6,2,2017
6/30/2017,30,6,2,2017
7/1/2017,1,7,3,2017
7/3/2017,3,7,3,2017
7/5/2017,5,7,3,2017
7/6/2017,6,7,3,2017
7/8/2017,8,7,3,2017
7/9/2017,9,7,3,2017
7/10/2017,10,7,3,2017
7/11/2017,11,7,3,2017
7/12/2017,12,7,3,2017
7/13/2017,13,7,3,2017
7/14/2017,14,7,3,2017
7/15/2017,15,7,3,2017
7/17/2017,17,7,3,2017
7/18/2017,18,7,3,2017
7/19/2017,19,7,3,2017
7/20/2017,20,7,3,2017
7/21/2017,21,7,3,2017
7/22/2017,22,7,3,2017
7/23/2017,23,7,3,2017
7/24/2017,24,7,3,2017
7/25/2017,25,7,3,2017
7/27/2017,27,7,3,2017
7/28/2017,28,7,3,2017
7/30/2017,30,7,3,2017
7/31/2017,31,7,3,2017
8/1/2017,1,8,3,2017
8/2/2017,2,8,3,2017
8/4/2017,4,8,3,2017
8/6/2017,6,8,3,2017
8/9/2017,9,8,3,2017
8/10/2017,10,8,3,2017
8/12/2017,12,8,3,2017
8/13/2017,13,8,3,2017
8/14/2017,14,8,3,2017
8/15/2017,15,8,3,2017
8/16/2017,16,8,3,2017
8/17/2017,17,8,3,2017
8/18/2017,18,8,3,2017
8/21/2017,21,8,3,2017
8/23/2017,23,8,3,2017
8/24/2017,24,8,3,2017
8/25/2017,25,8,3,2017
8/27/2017,27,8,3,2017
8/30/2017,30,8,3,2017
9/1/2017,1,9,3,2017
9/2/2017,2,9,3,2017
9/3/2017,3,9,3,2017
9/4/2017,4,9,3,2017
9/6/2017,6,9,3,2017
9/8/2017,8,9,3,2017
9/9/2017,9,9,3,2017
9/11/2017,11,9,3,2017
9/12/2017,12,9,3,2017
9/14/2017,14,9,3,2017
9/15/2017,15,9,3,2017
9/16/2017,16,9,3,2017
9/20/2017,20,9,3,2017
9/21/2017,21,9,3,2017
9/22/2017,22,9,3,2017
9/23/2017,23,9,3,2017
9/24/2017,24,9,3,2017
9/25/2017,25,9,3,2017
9/26/2017,26,9,3,2017
9/27/2017,27,9,3,2017
9/28/2017,28,9,3,2017
9/29/2017,29,9,3,2017
9/30/2017,30,9,3,2017
10/1/2017,1,10,4,2017
10/3/2017,3,10,4,2017
10/4/2017,4,10,4,2017
10/8/2017,8,10,4,2017
10/9/2017,9,10,4,2017
10/10/2017,10,10,4,2017
10/14/2017,14,10,4,2017
10/15/2017,15,10,4,2017
10/16/2017,16,10,4,2017
10/17/2017,17,10,4,2017
10/18/2017,18,10,4,2017
10/19/2017,19,10,4,2017
10/20/2017,20,10,4,2017
10/22/2017,22,10,4,2017
10/25/2017,25,10,4,2017
10/26/2017,26,10,4,2017
10/27/2017,27,10,4,2017
10/28/2017,28,10,4,2017
10/29/2017,29,10,4,2017
10/30/2017,30,10,4,2017
10/31/2017,31,10,4,2017
11/1/2017,1,11,4,2017
11/2/2017,2,11,4,2017
11/3/2017,3,11,4,2017
11/4/2017,4,11,4,2017
11/5/2017,5,11,4,2017
11/6/2017,6,11,4,2017
11/7/2017,7,11,4,2017
11/8/2017,8,11,4,2017
11/9/2017,9,11,4,2017
11/10/2017,10,11,4,2017
11/11/2017,11,11,4,2017
11/12/2017,12,11,4,2017
11/13/2017,13,11,4,2017
11/14/2017,14,11,4,2017
11/15/2017,15,11,4,2017
11/17/2017,17,11,4,2017
11/18/2017,18,11,4,2017
11/19/2017,19,11,4,2017
11/20/2017,20,11,4,2017
11/21/2017,21,11,4,2017
11/22/2017,22,11,4,2017
11/23/2017,23,11,4,2017
11/24/2017,24,11,4,2017
11/25/2017,25,11,4,2017
11/26/2017,26,11,4,2017
11/27/2017,27,11,4,2017
11/28/2017,28,11,4,2017
11/29/2017,29,11,4,2017
12/1/2017,1,12,4,2017
12/2/2017,2,12,4,2017
12/3/2017,3,12,4,2017
12/5/2017,5,12,4,2017
12/6/2017,6,12,4,2017
12/7/2017,7,12,4,2017
12/8/2017,8,12,4,2017
12/9/2017,9,12,4,2017
12/11/2017,11,12,4,2017
12/13/2017,13,12,4,2017
12/16/2017,16,12,4,2017
12/17/2017,17,12,4,2017
12/18/2017,18,12,4,2017
12/19/2017,19,12,4,2017
12/20/2017,20,12,4,2017
12/22/2017,22,12,4,2017
12/24/2017,24,12,4,2017
12/25/2017,25,12,4,2017
12/26/2017,26,12,4,2017
12/27/2017,27,12,4,2017
12/28/2017,28,12,4,2017
12/29/2017,29,12,4,2017
12/30/2017,30,12,4,2017
12/31/2017,31,12,4,2017
1/1/2018,1,1,1,2018
1/2/2018,2,1,1,2018
1/3/2018,3,1,1,2018
1/4/2018,4,1,1,2018
1/5/2018,5,1,1,2018
1/6/2018,6,1,1,2018
1/7/2018,7,1,1,2018
1/8/2018,8,1,1,2018
1/9/2018,9,1,1,2018
1/10/2018,10,1,1,2018
1/11/2018,11,1,1,2018
1/12/2018,12,1,1,2018
1/13/2018,13,1,1,2018
1/14/2018,14,1,1,2018
1/15/2018,15,1,1,2018
1/16/2018,16,1,1,2018
1/17/2018,17,1,1,2018
1/18/2018,18,1,1,2018
1/19/2018,19,1,1,2018
1/20/2018,20,1,1,2018
1/21/2018,21,1,1,2018
1/22/2018,22,1,1,2018
1/23/2018,23,1,1,2018
1/24/2018,24,1,1,2018
1/25/2018,25,1,1,2018
1/26/2018,26,1,1,2018
1/28/2018,28,1,1,2018
1/29/2018,29,1,1,2018
1/30/2018,30,1,1,2018
1/31/2018,31,1,1,2018
2/1/2018,1,2,1,2018
2/2/2018,2,2,1,2018
2/3/2018,3,2,1,2018
2/4/2018,4,2,1,2018
2/5/2018,5,2,1,2018
2/6/2018,6,2,1,2018
2/8/2018,8,2,1,2018
2/9/2018,9,2,1,2018
2/10/2018,10,2,1,2018
2/11/2018,11,2,1,2018
2/12/2018,12,2,1,2018
2/13/2018,13,2,1,2018
2/14/2018,14,2,1,2018
2/15/2018,15,2,1,2018
2/17/2018,17,2,1,2018
2/18/2018,18,2,1,2018
2/20/2018,20,2,1,2018
2/21/2018,21,2,1,2018
2/22/2018,22,2,1,2018
2/23/2018,23,2,1,2018
2/24/2018,24,2,1,2018
2/25/2018,25,2,1,2018
2/26/2018,26,2,1,2018
2/27/2018,27,2,1,2018
2/28/2018,28,2,1,2018
3/1/2018,1,3,1,2018
3/2/2018,2,3,1,2018
3/3/2018,3,3,1,2018
3/4/2018,4,3,1,2018
3/5/2018,5,3,1,2018
3/6/2018,6,3,1,2018
3/7/2018,7,3,1,2018
3/8/2018,8,3,1,2018
3/9/2018,9,3,1,2018
3/10/2018,10,3,1,2018
3/11/2018,11,3,1,2018
3/12/2018,12,3,1,2018
3/13/2018,13,3,1,2018
3/14/2018,14,3,1,2018
3/15/2018,15,3,1,2018
3/16/2018,16,3,1,2018
3/17/2018,17,3,1,2018
3/18/2018,18,3,1,2018
3/19/2018,19,3,1,2018
3/21/2018,21,3,1,2018
3/22/2018,22,3,1,2018
3/23/2018,23,3,1,2018
3/24/2018,24,3,1,2018
3/25/2018,25,3,1,2018
3/26/2018,26,3,1,2018
3/27/2018,27,3,1,2018
3/28/2018,28,3,1,2018
3/29/2018,29,3,1,2018
3/30/2018,30,3,1,2018
3/31/2018,31,3,1,2018
4/2/2018,2,4,2,2018
4/3/2018,3,4,2,2018
4/4/2018,4,4,2,2018
4/5/2018,5,4,2,2018
4/6/2018,6,4,2,2018
4/8/2018,8,4,2,2018
4/9/2018,9,4,2,2018
4/10/2018,10,4,2,2018
4/11/2018,11,4,2,2018
4/12/2018,12,4,2,2018
4/13/2018,13,4,2,2018
4/14/2018,14,4,2,2018
4/15/2018,15,4,2,2018
4/16/2018,16,4,2,2018
4/17/2018,17,4,2,2018
4/18/2018,18,4,2,2018
4/19/2018,19,4,2,2018
4/20/2018,20,4,2,2018
4/21/2018,21,4,2,2018
4/22/2018,22,4,2,2018
4/23/2018,23,4,2,2018
4/24/2018,24,4,2,2018
4/25/2018,25,4,2,2018
4/28/2018,28,4,2,2018
4/29/2018,29,4,2,2018
4/30/2018,30,4,2,2018
5/1/2018,1,5,2,2018
5/2/2018,2,5,2,2018
5/3/2018,3,5,2,2018
5/4/2018,4,5,2,2018
5/5/2018,5,5,2,2018
5/6/2018,6,5,2,2018
5/7/2018,7,5,2,2018
5/8/2018,8,5,2,2018
5/9/2018,9,5,2,2018
5/10/2018,10,5,2,2018
5/11/2018,11,5,2,2018
5/12/2018,12,5,2,2018
5/13/2018,13,5,2,2018
5/14/2018,14,5,2,2018
5/15/2018,15,5,2,2018
5/16/2018,16,5,2,2018
5/17/2018,17,5,2,2018
5/18/2018,18,5,2,2018
5/19/2018,19,5,2,2018
5/20/2018,20,5,2,2018
5/21/2018,21,5,2,2018
5/22/2018,22,5,2,2018
5/23/2018,23,5,2,2018
5/24/2018,24,5,2,2018
5/25/2018,25,5,2,2018
5/26/2018,26,5,2,2018
5/27/2018,27,5,2,2018
5/28/2018,28,5,2,2018
5/29/2018,29,5,2,2018
5/30/2018,30,5,2,2018
5/31/2018,31,5,2,2018
6/1/2018,1,6,2,2018
6/2/2018,2,6,2,2018
6/3/2018,3,6,2,2018
6/4/2018,4,6,2,2018
6/5/2018,5,6,2,2018
6/6/2018,6,6,2,2018
6/7/2018,7,6,2,2018
6/8/2018,8,6,2,2018
6/9/2018,9,6,2,2018
6/10/2018,10,6,2,2018
6/13/2018,13,6,2,2018
6/14/2018,14,6,2,2018
6/15/2018,15,6,2,2018
6/16/2018,16,6,2,2018
6/17/2018,17,6,2,2018
6/19/2018,19,6,2,2018
6/21/2018,21,6,2,2018
6/22/2018,22,6,2,2018
6/23/2018,23,6,2,2018
6/24/2018,24,6,2,2018
6/25/2018,25,6,2,2018
6/26/2018,26,6,2,2018
6/28/2018,28,6,2,2018
6/29/2018,29,6,2,2018
6/30/2018,30,6,2,2018
7/1/2018,1,7,3,2018
7/3/2018,3,7,3,2018
7/5/2018,5,7,3,2018
7/6/2018,6,7,3,2018
7/8/2018,8,7,3,2018
7/9/2018,9,7,3,2018
7/10/2018,10,7,3,2018
7/11/2018,11,7,3,2018
7/12/2018,12,7,3,2018
7/13/2018,13,7,3,2018
7/14/2018,14,7,3,2018
7/15/2018,15,7,3,2018
7/17/2018,17,7,3,2018
7/18/2018,18,7,3,2018
7/19/2018,19,7,3,2018
7/20/2018,20,7,3,2018
7/21/2018,21,7,3,2018
7/22/2018,22,7,3,2018
7/23/2018,23,7,3,2018
7/24/2018,24,7,3,2018
7/25/2018,25,7,3,2018
7/27/2018,27,7,3,2018
7/28/2018,28,7,3,2018
7/30/2018,30,7,3,2018
7/31/2018,31,7,3,2018
8/1/2018,1,8,3,2018
8/2/2018,2,8,3,2018
8/3/2018,3,8,3,2018
8/4/2018,4,8,3,2018
8/6/2018,6,8,3,2018
8/9/2018,9,8,3,2018
8/10/2018,10,8,3,2018
8/12/2018,12,8,3,2018
8/13/2018,13,8,3,2018
8/14/2018,14,8,3,2018
8/15/2018,15,8,3,2018
8/16/2018,16,8,3,2018
8/17/2018,17,8,3,2018
8/18/2018,18,8,3,2018
8/19/2018,19,8,3,2018
8/21/2018,21,8,3,2018
8/22/2018,22,8,3,2018
8/23/2018,23,8,3,2018
8/24/2018,24,8,3,2018
8/25/2018,25,8,3,2018
8/26/2018,26,8,3,2018
8/27/2018,27,8,3,2018
8/29/2018,29,8,3,2018
8/30/2018,30,8,3,2018
8/31/2018,31,8,3,2018
9/1/2018,1,9,3,2018
9/2/2018,2,9,3,2018
9/3/2018,3,9,3,2018
9/4/2018,4,9,3,2018
9/5/2018,5,9,3,2018
9/6/2018,6,9,3,2018
9/8/2018,8,9,3,2018
9/9/2018,9,9,3,2018
9/11/2018,11,9,3,2018
9/12/2018,12,9,3,2018
9/14/2018,14,9,3,2018
9/15/2018,15,9,3,2018
9/16/2018,16,9,3,2018
9/19/2018,19,9,3,2018
9/20/2018,20,9,3,2018
9/21/2018,21,9,3,2018
9/22/2018,22,9,3,2018
9/23/2018,23,9,3,2018
9/24/2018,24,9,3,2018
9/25/2018,25,9,3,2018
9/26/2018,26,9,3,2018
9/27/2018,27,9,3,2018
9/28/2018,28,9,3,2018
9/29/2018,29,9,3,2018
9/30/2018,30,9,3,2018
10/1/2018,1,10,4,2018
10/3/2018,3,10,4,2018
10/4/2018,4,10,4,2018
10/8/2018,8,10,4,2018
10/9/2018,9,10,4,2018
10/10/2018,10,10,4,2018
10/14/2018,14,10,4,2018
10/15/2018,15,10,4,2018
10/16/2018,16,10,4,2018
10/17/2018,17,10,4,2018
10/18/2018,18,10,4,2018
10/19/2018,19,10,4,2018
10/20/2018,20,10,4,2018
10/21/2018,21,10,4,2018
10/22/2018,22,10,4,2018
10/24/2018,24,10,4,2018
10/25/2018,25,10,4,2018
10/26/2018,26,10,4,2018
10/27/2018,27,10,4,2018
10/28/2018,28,10,4,2018
10/29/2018,29,10,4,2018
10/30/2018,30,10,4,2018
10/31/2018,31,10,4,2018
11/1/2018,1,11,4,2018
11/2/2018,2,11,4,2018
11/3/2018,3,11,4,2018
11/4/2018,4,11,4,2018
11/5/2018,5,11,4,2018
11/6/2018,6,11,4,2018
11/7/2018,7,11,4,2018
11/8/2018,8,11,4,2018
11/9/2018,9,11,4,2018
11/10/2018,10,11,4,2018
11/11/2018,11,11,4,2018
11/12/2018,12,11,4,2018
11/13/2018,13,11,4,2018
11/14/2018,14,11,4,2018
11/15/2018,15,11,4,2018
11/17/2018,17,11,4,2018
11/18/2018,18,11,4,2018
11/19/2018,19,11,4,2018
11/20/2018,20,11,4,2018
11/21/2018,21,11,4,2018
11/22/2018,22,11,4,2018
11/23/2018,23,11,4,2018
11/24/2018,24,11,4,2018
11/25/2018,25,11,4,2018
11/26/2018,26,11,4,2018
11/27/2018,27,11,4,2018
11/28/2018,28,11,4,2018
11/29/2018,29,11,4,2018
11/30/2018,30,11,4,2018
12/1/2018,1,12,4,2018
12/2/2018,2,12,4,2018
12/3/2018,3,12,4,2018
12/5/2018,5,12,4,2018
12/6/2018,6,12,4,2018
12/7/2018,7,12,4,2018
12/8/2018,8,12,4,2018
12/9/2018,9,12,4,2018
12/11/2018,11,12,4,2018
